English,Original,Seq2Seq,Attention
vataa,ভাঁটা,ভাটা,ভাঁটা
bhaaio,ভাইও,ভাইওও,ভাইও
vaiboner,ভাইবোনের,ভাইবনের,ভাইবোনের
bhaandaree,ভাণ্ডারী,ভান্ডারী,ভাণ্ডারী
bhandaaree,ভাণ্ডারী,ভান্ডারী,ভাণ্ডারী
bhandaarer,ভাণ্ডারের,ভান্ডারের,ভাণ্ডারের
bhata,ভাতা,ভাটা,ভাতা
bhaasaar,ভাষার,ভাসার,ভাষার
bhaasaaro,ভাষারও,ভাসারও,ভাষারও
bhittite,ভিত্তিতে,ভিতিতে,ভিত্তিতে
vuna,ভুনা,ভূন,ভুনা
bhumadhya,ভূমধ্য,ভূমাঢ্যা,ভূমধ্য
bhumadya,ভূমধ্য,ভূমা্যা,ভূমধ্য
vetoo,ভেটো,ভেতু,ভেটো
weto,ভেটো,ভয়,ভেটো
bhojsova,ভোজসভা,ভোষসভা,ভোজসভা
bhouto,ভৌত,ভৌট,ভৌত
vouto,ভৌত,ভৌট,ভৌত
bhyatiqana,ভ্যাটিকান,ভ্যাতিকান,ভ্যাটিকান
vatican,ভ্যাটিকান,ভাটিকান,ভ্যাটিকান
vaticane,ভ্যাটিকানে,ভাতিকানে,ভ্যাটিকানে
bhraman,ভ্রমণ,ভ্রামান,ভ্রমণ
vraman,ভ্রমণ,ভ্রামান,ভ্রমণ
bhraman,ভ্রমন,ভ্রামান,ভ্রমন
bhromone,ভ্রমনে,ভ্রমণে,ভ্রমনে
bhramaner,ভ্রমনের,ভ্রমানের,ভ্রমনের
bhromoner,ভ্রমনের,ভ্রমণের,ভ্রমনের
bhruner,ভ্রুনের,ভ্রুণের,ভ্রুনের
vruner,ভ্রুনের,ভ্রূণের,ভ্রুনের
mokoddoma,মকদ্দমা,মোকদ্দম,মকদ্দমা
mozlise,মজলিশে,মজলিসে,মজলিশে
mozliser,মজলিশের,মজলিসের,মজলিশের
mozlisher,মজলিশের,মজলিসের,মজলিশের
monjeel,মঞ্জিল,মঞ্জেল,মঞ্জিল
monjiler,মঞ্জিলের,মঞ্জলের,মঞ্জিলের
momju,মঞ্জু,মম্জু,মঞ্জু
monju,মঞ্জু,মঞ্জ,মঞ্জু
modify,মডিফাই,মদিফী,মডিফাই
modiphai,মডিফাই,মদিফাই,মডিফাই
maudelra,মডেলরা,মাউদেরা,মডেলরা
modelra,মডেলরা,মোদলারা,মডেলরা
mon,মণ,মন,মণ
moun,মণ,মৌন,মণ
mot,মত,মট,মত
moto,মতও,মত,মতও
motou,মতও,মতু,মতও
motanusare,মতানুসারে,মোটনাসরে,মতানুসারে
motanushare,মতানুসারে,মতনাসুরে,মতানুসারে
motamot,মতামত,মোটামত,মতামত
motamotkey,মতামতকে,মতাাততে,মতামতকে
motamoter,মতামতের,মতামোতের,মতামতের
manahputo,মনঃপূত,মানাহপুত,মনঃপূত
manohputa,মনঃপূত,মনহুপতত,মনঃপূত
manohputo,মনঃপূত,মনহপুত,মনঃপূত
monohpoota,মনঃপূত,মনোপুতা,মনঃপূত
monohputa,মনঃপূত,মনপুতত,মনঃপূত
manument,মনুমেন্ট,ম্যানমেন্ট,মনুমেন্ট
monumeent,মনুমেন্ট,মনমমেন্ট,মনুমেন্ট
monument,মনুমেন্ট,মনিমেন্ট,মনুমেন্ট
maner,মনের,মানের,মনের
manonita,মনোনীত,মননিত,মনোনীত
morphine,মরফিন,মরফিনে,মরফিন
mortorer,মর্টারের,মর্তরের,মর্টারের
mornin,মর্নিং,মর্ণিন,মর্নিং
mali,মলি,মালি,মলি
mally,মলি,মালি,মলি
moli,মলি,মললী,মলি
moshjidgulo,মসজিদগুলো,মস্জিগুলো,মসজিদগুলো
moshzidgulo,মসজিদগুলো,মস্জিগুলো,মসজিদগুলো
moshjidgulor,মসজিদগুলোর,মস্জিগুলোর,মসজিদগুলোর
moshjidtite,মসজিদটিতে,মস্যুদিতে,মসজিদটিতে
moshzide,মসজিদে,মশ্জীদে,মসজিদে
mosjider,মসজিদের,মস্জিদের,মসজিদের
mahanobi,মহানবী,মহনবী,মহানবী
mohashunye,মহাশূন্যে,মহাসুন্যে,মহাশূন্যে
mohasoonn,মহাশূন্যে,মহাসুন,মহাশূন্যে
mohasunne,মহাশূন্যে,মহাসন্নে,মহাশূন্যে
mahashuner,মহাশূন্যের,মহাশুনের,মহাশূন্যের
mohisee,মহিষী,মহিসী,মহিষী
mohishy,মহিষী,মহিষি,মহিষী
moheeser,মহিষের,মহিশের,মহিষের
mohisher,মহিষের,মহিশের,মহিষের
maaelsh,মাইলস,মেলস,মাইলস
mailasha,মাইলস,মালাশ,মাইলস
miles,মাইলস,মিলস,মাইলস
mailastana,মাইলস্টোন,মালাস্টন,মাইলস্টোন
mayilstone,মাইলস্টোন,ম্যালস্টন,মাইলস্টোন
mileyer,মাইলের,মিলের,মাইলের
magon,মাগন,মগন,মাগন
machke,মাছকে,মা্চকে,মাছকে
maj,মাজ,মজ,মাজ
maje,মাজে,মজে,মাজে
matrika,মাতৃকা,মাত্রিকা,মাতৃকা
matritter,মাতৃত্বের,মাত্রীত্বের,মাতৃত্বের
matritwer,মাতৃত্বের,মত্তৃত্বের,মাতৃত্বের
madrasey,মাদ্রাজে,মাদ্রাসে,মাদ্রাজে
madrasatir,মাদ্রাসাটির,মাদ্রাসতির,মাদ্রাসাটির
madri,মাদ্রী,মদ্রী,মাদ্রী
mandandey,মানদণ্ডে,মন্দন্ডে,মানদণ্ডে
manabhitoishi,মানবহিতৈষী,মানাভতিসই,মানবহিতৈষী
manabi,মানবী,মানববি,মানবী
manushi,মানুষই,মাুুসি,মানুষই
manusho,মানুষও,মনুষ,মানুষও
manushdeke,মানুষদেরকে,মানুষদেকে,মানুষদেরকে
manushra,মানুষরা,মনসূরা,মানুষরা
manthly,মান্থলি,মন্থলী,মান্থলি
monthly,মান্থলি,মন্থলী,মান্থলি
mandarin,মান্দারিন,মন্দরীা,মান্দারিন
mardok,মারডক,মার্ডক,মারডক
murphy,মারফি,মূর্ফী,মারফি
maarbo,মারবো,মার্ব,মারবো
maarmaa,মারমা,মার্মা,মারমা
marmaa,মারমা,মার্মা,মারমা
marun,মারুন,মরুন,মারুন
markeet,মার্কেট,মার্কটি,মার্কেট
marketer,মার্কেটার,মার্কেটের,মার্কেটার
martinej,মার্টিনেজ,মার্টিনিজ,মার্টিনেজ
malayeeshiya,মালয়েশিয়া,মোলাইয়েশিয়া,মালয়েশিয়া
malayeshiya,মালয়েশিয়া,মোলায়েশিয়া,মালয়েশিয়া
malacca,মালাক্কা,মালাক্া,মালাক্কা
malakka,মালাক্কা,মালককা,মালাক্কা
masakadja,মাসাকাদজা,মাসাকাদা,মাসাকাদজা
masakadjakey,মাসাকাদজাকে,মাসাাদাজকে,মাসাকাদজাকে
masoo,মাসু,মসু,মাসু
mashtara,মাস্টার,মস্তার,মাস্টার
mastar,মাস্টার,মস্তার,মাস্টার
mastara,মাস্টার,মস্তার,মাস্টার
master,মাস্টার,মস্তের,মাস্টার
masterkey,মাস্টারকে,মাস্তারকে,মাস্টারকে
maashtarpeeshh,মাস্টারপিস,মাস্তরর্পীশ,মাস্টারপিস
maastarpeesh,মাস্টারপিস,মাস্টার্েশ,মাস্টারপিস
maastarpiis,মাস্টারপিস,মাস্টার্সিং,মাস্টারপিস
maastarpiish,মাস্টারপিস,মাস্টার্শিপ,মাস্টারপিস
mashtarpiece,মাস্টারপিস,মাস্টারসিপ,মাস্টারপিস
mashterpiece,মাস্টারপিস,মাস্ট্রেপিই,মাস্টারপিস
masterpiis,মাস্টারপিস,মাস্টারপেস,মাস্টারপিস
mahtab,মাহতাব,মাত্তাব,মাহতাব
mew,মিউ,মেভ,মিউ
meter,মিটার,মেটের,মিটার
mithun,মিথুন,মিঠুন,মিথুন
mithena,মিথেন,মিঠেনা,মিথেন
miinii,মিনি,মীনী,মিনি
minir,মিনির,মিনীর,মিনির
mishtata,মিষ্টতা,মিশ্ততা,মিষ্টতা
mijanur,মীজানুর,মিজানুর,মীজানুর
mookhbaundhe,মুখবন্ধে,মুখবান্ধে,মুখবন্ধে
mukhbaundhe,মুখবন্ধে,মুখবুন্ধে,মুখবন্ধে
mukharjir,মুখার্জীর,মুখার্জির,মুখার্জীর
mukherjeer,মুখার্জীর,মুখার্জির,মুখার্জীর
mufteer,মুফতির,মুফটির,মুফতির
musalmander,মুসলমানদের,মুসলামানদের,মুসলমানদের
musolmaner,মুসলমানের,মুসল্মানের,মুসলমানের
mohammadke,মুহাম্মদকে,মহাম্মদে,মুহাম্মদকে
muhammadke,মুহাম্মদকে,মুহাম্মাদকে,মুহাম্মদকে
muhurte,মুহুর্তে,মুহূর্তে,মুহুর্তে
mujjohman,মুহ্যমান,মুজ্যমহন,মুহ্যমান
mujyoman,মুহ্যমান,মুজ্যমান,মুহ্যমান
muzzoman,মুহ্যমান,মুজজমান,মুহ্যমান
mul,মূল,মুল,মূল
muler,মূলের,মুলের,মূলের
musak,মূসক,মুশাক,মূসক
musok,মূসক,মুশক,মূসক
mrittika,মৃত্তিকা,মৃত্যিকা,মৃত্তিকা
mritticar,মৃত্তিকার,মৃত্যিকার,মৃত্তিকার
mrittikar,মৃত্তিকার,মৃত্বিকার,মৃত্তিকার
meil,মেইল,মেল,মেইল
meyil,মেইল,মেল,মেইল
meyilke,মেইলকে,মেলিকে,মেইলকে
maile,মেইলে,মেলে,মেইলে
meile,মেইলে,মেলে,মেইলে
meyile,মেইলে,মেলে,মেইলে
meekanikala,মেকানিকাল,মিকনিক্যাল,মেকানিকাল
mekanikal,মেকানিকাল,মেকানিক্যাল,মেকানিকাল
mekanikala,মেকানিকাল,মেকনিক্যাল,মেকানিকাল
meqaniqala,মেকানিকাল,মেকানিক্যাল,মেকানিকাল
meghere,মেঘেরা,মেঘেরে,মেঘেরা
marriage,মেরেজ,মারিজে,মেরেজ
mesapatamia,মেসোপটেমিয়া,মেসপতাম,মেসোপটেমিয়া
mmehonaj,মেহনাজ,মেহানাজ,মেহনাজ
mongla,মোংলা,মঙ্গল,মোংলা
mokhlesur,মোখলেসুর,মোল্েসুর,মোখলেসুর
mojes,মোজেস,মজেশ,মোজেস
morel,মোরেল,মরিল,মোরেল
morell,মোরেল,মরিল,মোরেল
mausumi,মৌসুমী,মৌসুমি,মৌসুমী
moushumi,মৌসুমী,মৌশুমি,মৌসুমী
moushumii,মৌসুমী,মৌশমি,মৌসুমী
mousumi,মৌসুমী,মৌসুমি,মৌসুমী
mousumy,মৌসুমী,মৌসমি,মৌসুমী
magneesium,ম্যাগনেসিয়াম,মাগনেসিয়াম,ম্যাগনেসিয়াম
magneshium,ম্যাগনেসিয়াম,মাগেনিসিয়াম,ম্যাগনেসিয়াম
myaganeesiyama,ম্যাগনেসিয়াম,ম্যাগনেজিসমমাম,ম্যাগনেসিয়াম
mathev,ম্যাথু,মথেভ,ম্যাথু
mathew,ম্যাথু,মথেও,ম্যাথু
mathu,ম্যাথু,মথু,ম্যাথু
methew,ম্যাথু,মেথেও,ম্যাথু
metheyu,ম্যাথু,মেথেও,ম্যাথু
jatin,যতীন,জাতিন,যতীন
jotin,যতীন,জতিন,যতীন
yatharthata,যথার্থতা,যথার্থ,যথার্থতা
jatheshtoi,যথেষ্টই,জাতেস্বই,যথেষ্টই
jothestoi,যথেষ্টই,জথস্থ্যই,যথেষ্টই
jodu,যদু,জদু,যদু
yado,যদু,যদ,যদু
jadukari,যাদুকরী,জাদুকরি,যাদুকরী
juktarashtro,যুক্তরাষ্ট্র,যুক্তরাস্ত্র,যুক্তরাষ্ট্র
juktorastro,যুক্তরাষ্ট্র,যুক্তরস্ত্র,যুক্তরাষ্ট্র
juktorashtrao,যুক্তরাষ্ট্রও,যুক্তরস্তর,যুক্তরাষ্ট্রও
juktarashtroke,যুক্তরাষ্ট্রকে,যুক্তরাস্ত্রকে,যুক্তরাষ্ট্রকে
jugmabhabe,যুগ্মভাবে,যুগমভাবে,যুগ্মভাবে
jubokke,যুবককে,যুবক্,যুবককে
zubokti,যুবকটির,যুবক্তি,যুবকটির
yete,যেতে,ইয়েট,যেতে
yoni,যোনী,যোনি,যোনী
zonee,যোনী,জোনি,যোনী
rai,রই,রাই,রই
rais,রইস,রাইস,রইস
rakhtokkharon,রক্তক্ষরণ,রক্ষতকরষণ,রক্তক্ষরণ
raktaksharan,রক্তক্ষরণ,রক্ষতকারণ,রক্তক্ষরণ
roktokhoron,রক্তক্ষরণ,রক্তকরষণ,রক্তক্ষরণ
roktokkhoron,রক্তক্ষরণ,রক্তকরষণ,রক্তক্ষরণ
rakhtodan,রক্তদান,রাখতাডান,রক্তদান
rajara,রজার,রাজারা,রজার
razara,রজার,রাজারা,রজার
ranakhetrey,রণক্ষেত্রে,রাকান্ষেত্রে,রণক্ষেত্রে
ranokhetre,রণক্ষেত্রে,রাক্ষণেত্রে,রণক্ষেত্রে
ranjit,রণজিৎ,রঞ্জিত,রণজিৎ
ranojit,রণজিৎ,রাজজিত,রণজিৎ
raunjit,রণজিৎ,রাউজিত,রণজিৎ
ranatori,রণতরী,রানাটরি,রণতরী
ranotoree,রণতরী,রানতীরই,রণতরী
ranotory,রণতরী,রানোটরি,রণতরী
ranotareer,রণতরীর,রনোটরীর,রণতরীর
ranotoreer,রণতরীর,রানতরীর,রণতরীর
rathindra,রথীন্দ্র,রাঠিন্দ্র,রথীন্দ্র
rotheendro,রথীন্দ্র,রথিন্দ্র,রথীন্দ্র
rothindro,রথীন্দ্র,রথিন্দ্র,রথীন্দ্র
rodrigaga,রদ্রিগেজ,রদ্রিগা,রদ্রিগেজ
rodrigez,রদ্রিগেজ,ররদীগেজ,রদ্রিগেজ
romzan,রমযান,রমজান,রমযান
rashi,রশি,রসি,রশি
rashitey,রশিতে,রাশিতে,রশিতে
roshitey,রশিতে,রসিতে,রশিতে
roshalo,রসাল,রোশোলো,রসাল
rohasye,রহস্যে,রহস্যেই,রহস্যে
ranchi,রাঁচি,রঞচচি,রাঁচি
reight,রাইট,রিইট,রাইট
rite,রাইট,রীতে,রাইট
wright,রাইট,ওর়াইট,রাইট
write,রাইট,রাইতে,রাইট
vriting,রাইটিং,ভৃটিং,রাইটিং
raaga,রাগ,রাগা,রাগ
ragiba,রাগীব,রাগিবা,রাগীব
rajtantrer,রাজতন্ত্রের,রাজনতন্ত্রের,রাজতন্ত্রের
rajtontrer,রাজতন্ত্রের,রাজনতন্ত্রের,রাজতন্ত্রের
rajbondider,রাজবন্দীদের,রাজবন্দিদের,রাজবন্দীদের
rajjosabha,রাজ্যসভা,রাজজশবা,রাজ্যসভা
rajjosava,রাজ্যসভা,রাজজজসভা,রাজ্যসভা
rita,রিতা,রীত,রিতা
riform,রিফর্ম,রিফোর্ম,রিফর্ম
ripharma,রিফর্ম,রিফার্ম,রিফর্ম
revishhan,রিভিশন,রেভিশন,রিভিশন
revishion,রিভিশন,রেভিশন,রিভিশন
revisian,রিভিশন,রেভিশন,রিভিশন
resortti,রিসোর্টটি,রেসোর্টি,রিসোর্টটি
rutir,রুটির,রুতির,রুটির
rupak,রুপক,রূপক,রুপক
rupok,রুপক,রূপক,রুপক
rupantarita,রুপান্তরিত,রূপান্তরীত,রুপান্তরিত
roopar,রুপার,রূপার,রুপার
rupar,রুপার,রূপার,রুপার
rooral,রুরাল,রোল,রুরাল
roopi,রূপী,রুপি,রূপী
rupi,রূপী,রুপি,রূপী
recarded,রেকর্ডেড,রেকর্ড,রেকর্ডেড
resin,রেসিন,রেসিং,রেসিন
rabhara,রোভার,রাভারা,রোভার
roover,রোভার,রুভের,রোভার
rovar,রোভার,রভার,রোভার
rower,রোভার,রওভার,রোভার
romantikata,রোমান্টিকতা,রোমান্তিকতা,রোমান্টিকতা
romero,রোমেরো,রোমেরও,রোমেরো
roshaan,রোশান,রসান,রোশান
lav,ল,লাভ,ল
lacq,লক,ল্যাক,লক
lavk,লক,লাভক,লক
lawk,লক,লাক,লক
lukhnow,লখনউ,লুখনো,লখনউ
lokhinder,লখিন্দর,লোখিন্দের,লখিন্দর
lagim,লগিং,লাগিম,লগিং
loggin,লগিং,লোগ্নিং,লগিং
loging,লগিং,লোগিং,লগিং
latari,লটারী,লাটারী,লটারী
licenseti,লাইসেন্সটি,লিকেন্টাটি,লাইসেন্সটি
luxari,লাক্সারি,লুকাসারি,লাক্সারি
laatim,লাটিম,লাটিং,লাটিম
laseeth,লাসিথ,লাসেথ,লাসিথ
lasht,লাস্ট,লেস্ট,লাস্ট
lasta,লাস্ট,লস্ট,লাস্ট
leeflet,লিফলেট,লাইফেট,লিফলেট
leephlet,লিফলেট,লেফলেট,লিফলেট
lifaleta,লিফলেট,লিফললট,লিফলেট
liphaleeta,লিফলেট,লিফালিট,লিফলেট
liberal,লিবারাল,লিবারেল,লিবারাল
lister,লিস্টের,লিস্টার,লিস্টের
luise,লুইজ,লুইস,লুইজ
luiz,লুইজ,লুই,লুইজ
lay,লে,লেই,লে
le,লে,লাই,লে
lech,লেখ,লেচ,লেখ
leetteers,লেটারস,লিটার্স,লেটারস
letarasha,লেটারস,লেটারসস,লেটারস
lewant,লেভান্ট,লিভান্ট,লেভান্ট
lane,লোন,লেন,লোন
loan,লোন,লান,লোন
loap,লোপ,লুপ,লোপ
lomos,লোমশ,লোমস,লোমশ
loower,লোয়ার,লুওয়ার,লোয়ার
looyara,লোয়ার,লোওয়ার,লোয়ার
lower,লোয়ার,লাওয়ার,লোয়ার
shotabdiro,শতাব্দীরও,শতাবদ্রি,শতাব্দীরও
shofi,শফী,শফি,শফী
shambhunath,শম্ভুনাথ,সম্ভুন্থ,শম্ভুনাথ
shambunath,শম্ভুনাথ,সম্বুনন্থ,শম্ভুনাথ
shashok,শাষক,শাসক,শাষক
sikarpore,শিকারপুর,শিকারপর্,শিকারপুর
seekkhokou,শিক্ষকও,শিক্ষক,শিক্ষকও
shikkhako,শিক্ষকও,শিক্ষক,শিক্ষকও
sikkhakao,শিক্ষকও,শিক্ষককাও,শিক্ষকও
shikkhaksaha,শিক্ষকসহ,শিক্ষককাহ,শিক্ষকসহ
shikshaksaha,শিক্ষকসহ,শিক্ষক্ষা,শিক্ষকসহ
sikkhaksaho,শিক্ষকসহ,শিক্ষাক্ষাহ,শিক্ষকসহ
sikkhoksoho,শিক্ষকসহ,শিক্ষকহ,শিক্ষকসহ
shikkha,শিক্ষা,শিক্ষ্ম,শিক্ষা
shikkhake,শিক্ষাকে,শিক্ষকে,শিক্ষাকে
seekkhababosthar,শিক্ষাব্যবস্থার,শিক্ষাব্যস্তার,শিক্ষাব্যবস্থার
sikhte,শিখতে,শিক্তে,শিখতে
shithil,শিথিল,সিথিল,শিথিল
shhinto,শিন্তো,সিন্ত,শিন্তো
shinto,শিন্তো,সিন্ত,শিন্তো
shintoo,শিন্তো,সিনততু,শিন্তো
sinto,শিন্তো,সিন্ত,শিন্তো
shhiping,শিপিং,সিপিং,শিপিং
shipping,শিপিং,সিপ্ংং,শিপিং
sifte,শিফটে,সিফতে,শিফটে
siphte,শিফটে,সিফতে,শিফটে
shifter,শিফটের,সিফটার,শিফটের
shiropao,শিরোপাও,শিরপা,শিরোপাও
shiladoher,শিলাইদহের,শিলাদহের,শিলাইদহের
shilaidaher,শিলাইদহের,শিলিদাহের,শিলাইদহের
silaidaher,শিলাইদহের,সিলাদহের,শিলাইদহের
shilpomaan,শিল্পমান,শিলপমম্যান,শিল্পমান
shilpoman,শিল্পমান,শিল্পমণ,শিল্পমান
shoontki,শুঁটকি,শুনটিকি,শুঁটকি
shootkee,শুঁটকি,শুটকি,শুঁটকি
ssutkee,শুঁটকি,সূত্কি,শুঁটকি
sutkki,শুঁটকি,সূত্কী,শুঁটকি
shoodhrey,শুধরে,সূধ্রে,শুধরে
sudhai,শুধাই,সুধাই,শুধাই
sunten,শুনতেন,সানতেন,শুনতেন
sunun,শুনুন,সুনুন,শুনুন
shunyo,শুন্য,সূন্য,শুন্য
sunno,শুন্য,সুন্য,শুন্য
shunyata,শুন্যতা,সূন্যতা,শুন্যতা
shunyey,শুন্যে,সূন্যে,শুন্যে
soolk,শুল্ক,সোলক,শুল্ক
sulk,শুল্ক,সালক,শুল্ক
sekhaten,শেখাতেন,সেখাতেন,শেখাতেন
sekhe,শেখে,সেখে,শেখে
shaileetey,শৈলীতে,সাইলিতে,শৈলীতে
shoilite,শৈলীতে,সৈলিতে,শৈলীতে
shyootout,শ্যুটআউট,শ্যতুত,শ্যুটআউট
syutaauta,শ্যুটআউট,স্যুটাট,শ্যুটআউট
shlelshshar,শ্লেষ্মার,স্লেলসর,শ্লেষ্মার
shloktee,শ্লোকটি,স্লকটি,শ্লোকটি
shlokti,শ্লোকটি,স্লকটি,শ্লোকটি
sloktee,শ্লোকটি,স্লকটি,শ্লোকটি
slokti,শ্লোকটি,স্লোকটি,শ্লোকটি
shloke,শ্লোকে,স্লোক,শ্লোকে
shlokey,শ্লোকে,স্লোক,শ্লোকে
sloke,শ্লোকে,স্লোক,শ্লোকে
sangkalan,সংকলন,সংকললন,সংকলন
sangkulaner,সংকুলানের,সংকুলনের,সংকুলানের
sangrahakder,সংগ্রাহকদের,সংগ্রহকদের,সংগ্রাহকদের
sanbadmadhyam,সংবাদমাধ্যম,সংবাদমম্যম,সংবাদমাধ্যম
songbadmadhyom,সংবাদমাধ্যম,সংবাদমম্যম,সংবাদমাধ্যম
sangbadmadhyomke,সংবাদমাধ্যমকে,সংবাদমমধকে,সংবাদমাধ্যমকে
songbadmadhyamke,সংবাদমাধ্যমকে,সংবাদমম্যকে,সংবাদমাধ্যমকে
sangasthai,সংস্থাই,সংস্ঞাই,সংস্থাই
songosthai,সংস্থাই,সংগ্ঞাাই,সংস্থাই
shansthake,সংস্থাকে,সাংসথকে,সংস্থাকে
songasthake,সংস্থাকে,সংগ্থাসকে,সংস্থাকে
songosthagulor,সংস্থাগুলোর,সংস্থালগুর,সংস্থাগুলোর
sangosthan,সংস্থান,সংগঠ্থান,সংস্থান
sansthan,সংস্থান,সংস্থন,সংস্থান
shangsthan,সংস্থান,সংস্থন,সংস্থান
shansthan,সংস্থান,সংস্থন,সংস্থান
songasthan,সংস্থান,সংগঠন,সংস্থান
sangosthar,সংস্থার,সংগঠ্ার,সংস্থার
songosthar,সংস্থার,সংগঠার,সংস্থার
sanghita,সংহিতা,সংঘীত,সংহিতা
songhita,সংহিতা,সংহিত,সংহিতা
saudagar,সওদাগর,সৌদাগার,সওদাগর
soudagar,সওদাগর,সৌদাগার,সওদাগর
saodagarer,সওদাগরের,সাদাগরের,সওদাগরের
saodagorer,সওদাগরের,সৌদাগরের,সওদাগরের
soudagarer,সওদাগরের,সৌদারের,সওদাগরের
sangeetkar,সঙ্গীতকার,সংগীতকার,সঙ্গীতকার
sangitagyo,সঙ্গীতজ্ঞ,সংগীতজ্ঞ,সঙ্গীতজ্ঞ
songitagya,সঙ্গীতজ্ঞ,সঙ্গিতজ্ঞ,সঙ্গীতজ্ঞ
sachetanata,সচেতনতা,সচেতনাতঃ,সচেতনতা
sachetanamulok,সচেতনামূলক,সাবেতনামূলক,সচেতনামূলক
sathikvabe,সঠিকভাবে,সাথিকভাবে,সঠিকভাবে
satarkatamulak,সতর্কতামূলক,সতারাতততমক,সতর্কতামূলক
satarkatamulok,সতর্কতামূলক,সতারতাততমুক,সতর্কতামূলক
soteen,সতিন,সতীন,সতিন
sotin,সতিন,সতীন,সতিন
sodkar,সদকার,সোকার,সদকার
sadasyogan,সদস্যগন,সদস্যগণ,সদস্যগন
sadosyogan,সদস্যগন,সদস্যগণ,সদস্যগন
santosh,সন্তোষ,সন্তশ,সন্তোষ
sontosh,সন্তোষ,সন্তঃষ,সন্তোষ
sabrakam,সবরকম,সবরকাম,সবরকম
sobrakam,সবরকম,সবরকাম,সবরকম
samatal,সমতল,সমতাল,সমতল
samotal,সমতল,সমততাল,সমতল
samatoley,সমতলে,সমাতলে,সমতলে
samotale,সমতলে,সমতালে,সমতলে
samataler,সমতলের,সমতালের,সমতলের
samatulya,সমতুল্য,সমমতূল্য,সমতুল্য
samotulya,সমতুল্য,সমমতূল্য,সমতুল্য
somotulyo,সমতুল্য,সমুতূল্য,সমতুল্য
samnwita,সমন্বিত,সম্ন্বিত,সমন্বিত
somonwito,সমন্বিত,সমম্বিত,সমন্বিত
samashtir,সমষ্টির,সমস্তির,সমষ্টির
shomostir,সমষ্টির,সমস্তির,সমষ্টির
samajseva,সমাজসেবা,সমসেজেবা,সমাজসেবা
somazsebar,সমাজসেবার,সমসেবেবার,সমাজসেবার
samaje,সমাজে,সমজে,সমাজে
sommot,সম্মত,সম্মৎ,সম্মত
sammati,সম্মতি,সমমাটি,সম্মতি
sommotee,সম্মতি,সম্মতী,সম্মতি
shomraater,সম্রাটের,সমরাতের,সম্রাটের
sarju,সরযূ,সার্জু,সরযূ
sorasori,সরাসরী,সরাসীরই,সরাসরী
sasta,সস্তা,সষ্ট,সস্তা
sastrik,সস্ত্রীক,সাস্ত্রিক,সস্ত্রীক
sahazlabhbha,সহজলভ্য,সহজ্লভা,সহজলভ্য
sahajlabhbhota,সহজলভ্যতা,সহজালভাত,সহজলভ্যতা
sahozlabhbhata,সহজলভ্যতা,সহজভলতা,সহজলভ্যতা
sahozlabhbhota,সহজলভ্যতা,সহজভলতা,সহজলভ্যতা
sahasaa,সহসা,সাহসা,সহসা
sahinsata,সহিংসতা,সহিনসতা,সহিংসতা
sohingsotake,সহিংসতাকে,সহিংসতকে,সহিংসতাকে
sanma,সাংমা,সন্মা,সাংমা
sipher,সাইফার,সিফের,সাইফার
sakshatkar,সাক্ষাত্কার,সাক্ষাৎকার,সাক্ষাত্কার
sakshatkarey,সাক্ষাত্কারে,সাক্ষাৎকারে,সাক্ষাত্কারে
shakkhatkarey,সাক্ষাত্কারে,সাক্ষাৎকারে,সাক্ষাত্কারে
shakkhyo,সাক্ষ্য,সাক্য,সাক্ষ্য
sakkher,সাক্ষ্যের,সক্ষের,সাক্ষ্যের
sadore,সাদরে,সদরে,সাদরে
shaadore,সাদরে,সাদারে,সাদরে
soner,সানের,সনের,সানের
shaaphollo,সাফল্য,সাফলোল,সাফল্য
saphalyake,সাফল্যকে,সফল্যকে,সাফল্যকে
saphalyaoke,সাফল্যকে,সফল্যকে,সাফল্যকে
shaapholloke,সাফল্যকে,সাফলোলকে,সাফল্যকে
shapholloke,সাফল্যকে,সাফলোকে,সাফল্যকে
saaphalye,সাফল্যে,সাফলে,সাফল্যে
saphalye,সাফল্যে,সফল্যে,সাফল্যে
shapholle,সাফল্যে,সাফলে,সাফল্যে
sabamarin,সাবমেরিন,সাবারীন,সাবমেরিন
submariney,সাবমেরিনে,সুবমারিনে,সাবমেরিনে
sabasqripashana,সাবস্ক্রিপশন,সাবস্কিপণ,সাবস্ক্রিপশন
shubshcription,সাবস্ক্রিপশন,স্বাকস্পিপণ,সাবস্ক্রিপশন
samajeekota,সামাজিকতা,সমাজেককতা,সামাজিকতা
samajikata,সামাজিকতা,সমাজিকতা,সামাজিকতা
samajeekvabe,সামাজিকভাবে,সমাজিকভাবে,সামাজিকভাবে
saaraahoke,সারাহকে,সারাহাকে,সারাহকে
serje,সার্জ,সার্জে,সার্জ
sharge,সার্জ,সার্গে,সার্জ
serwer,সার্ভার,সারভের,সার্ভার
sherwer,সার্ভার,শারভার,সার্ভার
serverkey,সার্ভারকে,সার্ভার্কে,সার্ভারকে
saltha,সালথা,সাল্থা,সালথা
shaltha,সালথা,সাল্থা,সালথা
shaalem,সালেম,সালাম,সালেম
shalem,সালেম,সালাম,সালেম
shalema,সালেম,সালেমা,সালেম
saahosikota,সাহসিকতা,সহসিকতা,সাহসিকতা
shahoshikata,সাহসিকতা,সহসিকতা,সাহসিকতা
